iid,match,goal,round,gender,age,field_cd,imprace,imprelig,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,match_es,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr,sinc,intel,fun,amb,shar,norm_match,norm_match_es,career_c:Lawyer,career_c:Academic/Research,career_c:Psychologist,career_c:Doctor/Medicine,career_c:Engineer,career_c:Creative Arts/Entertainment,career_c:Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,career_c:Real Estate,career_c:International/Humanitarian Affairs,career_c:Undecided,career_c:Social Work,career_c:Speech Pathology,career_c:Politics,career_c:Pro sports/Athletics,career_c:Other,career_c:Architecture,country/continent:Africa,country/continent:Asia,country/continent:Australia,country/continent:Canada,country/continent:Central America,country/continent:Europe,country/continent:North America,country/continent:Siberia,country/continent:South America,country/continent:USA,race:Black/African American,race:European/Caucasian-American,race:Latino/Hispanic American,race:Asian/Pacific Islander/Asian-American,race:Other
203,0,6.0,20,0,22.0,2.0,4.0,10.0,6.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,2.0,9.0,8.0,10.0,9.0,7.0,16.0,20.0,18.0,20.0,18.0,8.0,5.65,6.75,8.25,6.722222222222222,8.6,5.25,0.0,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
204,0,3.0,20,0,26.0,8.0,8.0,6.0,5.0,1.0,10.0,5.0,9.0,9.0,10.0,10.0,3.0,1.0,9.0,8.0,4.0,5.0,5.0,3.0,8.0,10.0,7.0,4.0,2.0,9.0,5.0,10.0,9.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,5.7,7.25,8.1,6.3,7.05,6.05,0.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
205,2,1.0,20,0,23.0,10.0,5.0,5.0,7.0,1.0,8.0,2.0,6.0,8.0,6.0,6.0,7.0,2.0,6.0,9.0,3.0,3.0,8.0,5.0,6.0,3.0,5.0,5.0,2.0,7.0,8.0,10.0,9.0,5.0,15.38,17.31,19.23,19.23,11.54,17.31,6.3,7.7,7.15,5.6,7.35,5.1,0.1,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
206,8,1.0,20,0,31.0,8.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,5.0,7.0,7.0,7.0,9.0,5.0,7.0,6.0,4.0,8.0,8.0,8.0,8.0,8.0,14.58,16.67,20.83,18.75,16.67,12.5,6.3,7.65,7.85,7.15,7.315789473684211,6.473684210526316,0.4,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,3,1.0,20,0,23.0,10.0,9.0,5.0,3.0,1.0,10.0,8.0,8.0,7.0,5.0,5.0,2.0,3.0,4.0,3.0,7.0,7.0,6.0,5.0,7.0,9.0,6.0,6.0,2.0,8.0,8.0,8.0,10.0,9.0,17.31,13.46,17.31,19.23,19.23,13.46,5.75,7.4,7.45,6.65,6.55,5.6,0.15,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
208,11,2.0,20,0,25.0,10.0,2.0,1.0,4.0,3.0,9.0,7.0,7.0,9.0,10.0,10.0,10.0,5.0,8.0,8.0,5.0,7.0,9.0,10.0,10.0,9.0,8.0,5.0,2.0,9.0,10.0,10.0,10.0,10.0,11.54,13.46,19.23,19.23,19.23,17.31,6.45,8.2,8.85,7.95,8.1,7.5,0.55,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
209,0,3.0,20,0,28.0,13.0,7.0,3.0,6.0,2.0,3.0,2.0,6.0,8.0,5.0,5.0,6.0,8.0,8.0,3.0,6.0,7.0,8.0,7.0,10.0,3.0,3.0,7.0,0.0,7.0,9.0,7.0,8.0,8.0,13.04,21.74,17.39,17.39,15.22,15.22,6.05,6.428571428571429,7.333333333333333,6.5,7.166666666666667,5.8,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
210,3,2.0,20,0,29.0,10.0,10.0,4.0,6.0,3.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,5.0,1.0,8.0,8.0,9.0,6.0,9.0,20.0,15.56,20.0,15.56,11.11,17.78,6.05,7.833333333333333,6.9411764705882355,4.533333333333333,6.625,4.375,0.15,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
211,2,2.0,20,0,28.0,13.0,9.0,1.0,4.0,1.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,5.0,2.0,7.0,9.0,9.0,9.0,9.0,16.36,16.36,18.18,18.18,16.36,14.55,5.75,8.5,9.05,6.7,9.15,6.25,0.1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
212,9,1.0,20,0,27.0,8.0,3.0,6.0,5.0,2.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,5.0,7.0,7.0,9.0,8.0,7.0,9.0,14.29,18.37,18.37,16.33,18.37,14.29,6.6,7.25,7.95,6.8,7.85,6.0,0.45,0.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
213,2,2.0,20,0,25.0,13.0,9.0,10.0,4.0,2.0,8.0,7.0,9.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,10.0,10.0,8.0,9.0,8.0,5.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,15.52,17.24,17.24,17.24,17.24,15.52,7.0,8.2,8.8,7.35,8.0,6.9,0.1,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
214,2,1.0,20,1,23.0,10.0,6.0,8.0,6.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0,6.0,2.0,8.0,10.0,9.0,10.0,8.0,17.02,21.28,17.02,21.28,14.89,8.51,8.3,7.7,7.8,7.05,7.6,5.55,0.1,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
215,5,1.0,20,1,26.0,8.0,3.0,1.0,4.0,1.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0,7.0,2.0,7.0,8.0,9.0,9.0,9.0,14.89,19.15,21.28,19.15,14.89,10.64,5.6,7.3,6.5,5.75,5.95,5.2,0.25,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
216,0,2.0,20,1,27.0,8.0,7.0,1.0,5.0,3.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0,6.0,2.0,5.0,10.0,9.0,9.0,10.0,7.5,17.5,20.0,22.5,12.5,20.0,7.7,8.3,8.6,8.15,7.9,6.75,0.0,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
217,8,5.0,20,1,26.0,10.0,8.0,1.0,4.0,2.0,1.0,2.0,8.0,7.0,8.0,8.0,10.0,1.0,2.0,10.0,4.0,8.0,6.0,10.0,10.0,1.0,7.0,3.0,2.0,7.0,10.0,10.0,7.0,10.0,21.28,17.02,21.28,12.77,6.38,21.28,5.5,7.0,7.35,5.5,6.05,5.6,0.4,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
218,1,1.0,20,1,24.0,10.0,9.0,5.0,4.0,2.0,9.0,3.0,5.0,7.0,9.0,10.0,7.0,3.0,7.0,5.0,1.0,5.0,7.0,8.0,8.0,6.0,1.0,3.0,2.0,7.0,6.0,10.0,3.0,10.0,20.51,5.13,23.08,12.82,17.95,20.51,4.95,5.45,5.9,5.3,5.4,4.4,0.05,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
219,6,1.0,20,1,26.0,8.0,1.0,1.0,3.0,2.0,8.0,2.0,7.0,7.0,7.0,8.0,3.0,3.0,6.0,7.0,2.0,6.0,7.0,7.0,10.0,3.0,10.0,7.0,2.0,7.0,7.0,9.0,6.0,6.0,16.28,16.28,18.6,16.28,16.28,16.28,6.0,6.8,6.7368421052631575,5.9,5.25,5.9,0.3,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
220,3,1.0,20,1,25.0,13.0,1.0,1.0,5.0,2.0,9.0,9.0,5.0,10.0,9.0,10.0,10.0,6.0,8.0,10.0,2.0,5.0,5.0,5.0,9.0,5.0,5.0,10.0,18.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,14.81,18.52,8.5,8.8,8.9,8.85,8.9,8.3,0.15,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
221,5,2.0,20,1,27.0,8.0,6.0,1.0,6.0,3.0,5.0,6.0,3.0,7.0,6.0,3.0,4.0,3.0,7.0,8.0,7.0,8.0,8.0,4.0,4.0,4.0,1.0,6.0,2.0,7.0,9.0,9.0,7.0,9.0,15.56,17.78,17.78,17.78,17.78,13.33,5.9,6.3,6.95,6.6,6.55,3.95,0.25,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
222,0,2.0,20,1,27.0,2.0,8.0,3.0,6.0,3.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,2.0,4.0,9.0,9.0,7.0,4.0,9.52,19.05,23.81,19.05,4.76,23.81,7.0,5.15,6.15,5.45,5.4,3.9,0.0,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
223,1,2.0,20,1,28.0,7.0,6.0,6.0,4.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,2.0,7.0,8.0,9.0,7.0,6.0,17.39,17.39,19.57,19.57,10.87,15.22,8.15,7.9,7.7,6.55,7.0,5.368421052631579,0.05,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
224,4,6.0,20,1,32.0,3.0,1.0,3.0,7.0,4.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,2.0,8.0,10.0,8.0,8.0,8.0,17.24,17.24,17.24,17.24,13.79,17.24,6.4,6.0,6.25,5.85,5.6,5.65,0.2,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
225,2,1.0,20,1,28.0,8.0,4.0,9.0,7.0,2.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,2.0,5.0,9.0,6.0,7.0,7.0,14.71,14.71,14.71,14.71,20.59,20.59,5.95,6.3,6.6,5.85,6.15,5.9,0.1,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
226,4,2.0,20,1,23.0,8.0,1.0,3.0,3.0,1.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,4.0,10.0,10.0,10.0,10.0,10.0,25.64,17.95,15.38,20.51,10.26,10.26,5.75,7.05,7.2,6.5,6.45,5.65,0.2,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
227,3,2.0,20,1,26.0,8.0,7.0,7.0,6.0,3.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,2.0,7.0,10.0,10.0,8.0,10.0,20.0,16.0,18.0,16.0,16.0,14.0,5.5,6.5,6.95,6.05,6.0,5.4,0.15,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
228,1,3.0,20,1,24.0,10.0,1.0,4.0,7.0,3.0,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,3.0,5.0,8.0,7.0,4.0,8.0,13.51,18.92,21.62,13.51,13.51,18.92,5.95,6.6,6.45,5.65,6.05,5.0,0.05,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
229,4,1.0,20,1,28.0,10.0,7.0,1.0,6.0,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,6.0,8.0,7.0,10.0,5.0,10.0,21.43,16.67,21.43,16.67,11.9,11.9,4.8,6.8,6.7,4.85,4.35,3.65,0.2,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
230,4,2.0,20,1,42.0,13.0,5.0,1.0,7.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,1.0,6.0,6.0,6.0,6.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,7.1,7.1,7.25,6.4,5.5,5.55,0.2,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
231,3,1.0,20,1,30.0,13.0,1.0,1.0,6.0,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,2.0,8.0,8.0,9.0,8.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,6.65,6.2,6.7,5.95,6.45,6.15,0.15,0.1875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
232,1,2.0,20,1,31.0,13.0,4.0,7.0,5.0,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,2.0,8.0,8.0,8.0,8.0,6.0,17.78,17.78,17.78,17.78,13.33,15.56,6.9,7.3,7.25,7.15,6.7,6.05,0.05,0.1875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
233,5,1.0,20,1,29.0,13.0,1.0,1.0,3.0,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,7.0,5.0,7.0,8.0,7.0,8.0,8.0,14.0,20.0,18.0,16.0,14.0,18.0,7.45,7.7,7.65,7.7,7.85,5.6,0.25,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
234,0,3.0,9,0,22.0,3.0,1.0,5.0,7.0,3.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,5.0,1.0,7.0,7.0,8.0,8.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,4.777777777777778,7.111111111111111,7.888888888888889,5.777777777777778,7.625,4.75,0.0,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
235,2,1.0,9,0,23.0,9.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,1.0,6.0,9.0,8.0,9.0,9.0,15.0,15.0,20.0,20.0,20.0,10.0,4.111111111111111,6.777777777777778,6.555555555555555,5.222222222222222,6.444444444444445,4.333333333333333,0.2222222222222222,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
236,0,2.0,9,0,24.0,10.0,3.0,3.0,7.0,1.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,4.0,7.0,9.0,8.0,10.0,8.0,15.0,20.0,15.0,20.0,15.0,15.0,5.222222222222222,6.444444444444445,6.888888888888889,5.888888888888889,7.666666666666667,5.777777777777778,0.0,0.4444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
237,1,3.0,9,0,34.0,7.0,10.0,1.0,7.0,4.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,0.0,8.0,10.0,8.0,7.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,4.777777777777778,7.333333333333333,7.444444444444445,5.222222222222222,6.0,4.0,0.1111111111111111,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
238,2,1.0,9,0,27.0,15.0,3.0,5.0,2.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,5.0,2.0,10.0,9.0,9.0,10.0,8.0,15.0,20.0,20.0,15.0,15.0,15.0,7.333333333333333,8.333333333333334,8.88888888888889,7.777777777777778,9.0,7.0,0.2222222222222222,0.2222222222222222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
239,1,2.0,9,0,34.0,10.0,6.0,6.0,6.0,3.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,7.0,1.0,7.0,9.0,9.0,7.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,6.444444444444445,7.666666666666667,7.888888888888889,6.666666666666667,7.0,6.666666666666667,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
240,1,1.0,9,0,26.0,8.0,1.0,1.0,6.0,3.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2.0,1.0,3.0,8.0,3.0,5.0,6.0,10.0,30.0,30.0,10.0,10.0,10.0,5.444444444444445,5.444444444444445,5.444444444444445,5.444444444444445,5.555555555555555,4.777777777777778,0.1111111111111111,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
241,3,2.0,9,0,29.0,8.0,1.0,1.0,4.0,2.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,90.0,2.0,2.0,2.0,2.0,2.0,5.888888888888889,7.333333333333333,8.88888888888889,7.222222222222222,7.555555555555555,5.666666666666667,0.3333333333333333,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
242,5,3.0,9,0,26.0,3.0,3.0,3.0,7.0,3.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,6.0,3.0,7.0,9.0,8.0,7.0,4.0,20.0,20.0,25.0,20.0,5.0,10.0,3.6666666666666665,5.555555555555555,6.625,4.666666666666667,5.875,5.571428571428571,0.5555555555555556,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
243,3,2.0,9,1,27.0,16.0,2.0,3.0,6.0,2.0,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,6.0,3.0,7.0,9.0,9.0,8.0,5.0,20.0,20.0,20.0,25.0,5.0,10.0,6.666666666666667,7.888888888888889,7.111111111111111,7.111111111111111,8.0,7.0,0.3333333333333333,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
244,1,2.0,9,1,28.0,8.0,8.0,9.0,5.0,3.0,5.0,2.0,10.0,8.0,6.0,4.0,9.0,1.0,3.0,13.0,9.0,8.0,9.0,3.0,4.0,3.0,1.0,5.0,1.0,7.0,10.0,10.0,7.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,6.555555555555555,7.222222222222222,8.0,6.333333333333333,6.444444444444445,3.3333333333333335,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
245,1,4.0,9,1,32.0,7.0,1.0,6.0,5.0,2.0,3.0,1.0,2.0,6.0,7.0,8.0,4.0,8.0,6.0,9.0,2.0,7.0,8.0,6.0,6.0,1.0,6.0,2.0,2.0,5.0,7.0,8.0,6.0,7.0,18.0,10.0,30.0,10.0,10.0,22.0,7.666666666666667,7.333333333333333,7.0,6.222222222222222,5.857142857142857,4.375,0.1111111111111111,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
246,1,1.0,9,1,25.0,10.0,7.0,1.0,7.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,3.0,2.0,6.0,8.0,8.0,9.0,9.0,8.0,9.0,5.0,2.0,3.0,5.0,7.0,8.0,7.0,6.0,6.0,35.0,20.0,10.0,20.0,10.0,5.0,5.111111111111111,5.444444444444445,6.5,5.285714285714286,5.0,4.857142857142857,0.1111111111111111,0.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
247,0,1.0,9,1,25.0,10.0,1.0,1.0,6.0,4.0,5.0,4.0,7.0,1.0,3.0,2.0,9.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,6.0,5.0,5.0,10.0,8.0,2.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,5.888888888888889,6.666666666666667,5.888888888888889,5.555555555555555,4.222222222222222,3.888888888888889,0.0,0.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
248,3,1.0,9,1,27.0,8.0,1.0,1.0,4.0,1.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0,6.0,2.0,5.0,6.0,8.0,8.0,8.0,25.0,15.0,20.0,20.0,15.0,5.0,6.222222222222222,7.111111111111111,7.333333333333333,6.777777777777778,6.111111111111111,4.0,0.3333333333333333,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
249,0,2.0,9,1,33.0,8.0,2.0,7.0,3.0,1.0,7.0,9.0,1.0,10.0,8.0,6.0,1.0,1.0,6.0,10.0,7.0,3.0,8.0,8.0,5.0,4.0,1.0,5.0,4.0,7.0,9.0,10.0,7.0,7.0,22.0,22.0,15.0,15.0,5.0,21.0,7.444444444444445,8.555555555555555,8.0,8.11111111111111,7.333333333333333,7.555555555555555,0.0,0.4444444444444444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
250,5,4.0,9,1,25.0,6.0,1.0,1.0,2.0,1.0,7.0,2.0,8.0,10.0,10.0,10.0,6.0,1.0,2.0,10.0,1.0,9.0,9.0,10.0,10.0,6.0,5.0,7.0,5.0,10.0,9.0,10.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,6.333333333333333,8.777777777777779,7.0,7.333333333333333,6.888888888888889,6.333333333333333,0.5555555555555556,0.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
251,1,6.0,9,1,33.0,7.0,2.0,2.0,4.0,1.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,5.0,1.0,8.0,10.0,10.0,9.0,9.0,19.0,19.0,19.0,19.0,19.0,5.0,6.666666666666667,8.222222222222221,7.555555555555555,5.777777777777778,7.75,8.0,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
252,2,1.0,21,0,28.0,13.0,1.0,1.0,6.0,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,2.0,9.0,9.0,9.0,9.0,10.0,0.0,25.0,25.0,25.0,25.0,0.0,3.0476190476190474,4.285714285714286,6.0,2.8095238095238093,6.190476190476191,2.9523809523809526,0.09523809523809523,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
253,2,2.0,21,0,33.0,3.0,1.0,1.0,6.0,6.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,8.0,8.0,10.0,8.0,9.0,7.0,25.0,30.0,10.0,10.0,5.0,20.0,5.761904761904762,6.666666666666667,6.857142857142857,6.0,6.666666666666667,5.9523809523809526,0.09523809523809523,0.38095238095238093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
